"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes"
"tm53419","Any Given Sunday","MOVIE","A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the ageing coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove herself in a male dominated world.",1999,"R",162,"['drama', 'sport']","['US']",NA,6.9,118479
"tm189764","Menace II Society","MOVIE","Sobering and incisive, this cautionary drama centers on a street tough 18-year-old facing a moral quandary while trying to turn his life around.",1993,"R",97,"['drama', 'crime', 'thriller']","['US']",NA,7.5,57399
"tm9323","Desperado","MOVIE","Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his best friend and a beautiful bookstore owner, the Mariachi tracks Bucho, takes on his army of desperados, and leaves a trail of blood of his own.",1995,"R",104,"['thriller', 'action', 'crime', 'western', 'european']","['US']",NA,7.1,183638
"tm46173","The Mask of Zorro","MOVIE","It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",1998,"PG-13",136,"['action', 'thriller', 'western', 'comedy', 'romance']","['US']",NA,6.8,181306
"tm19673","The Patriot","MOVIE","After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",2000,"R",165,"['drama', 'action', 'history', 'war']","['DE', 'US']",NA,7.2,270231
"tm24877","Road Trip","MOVIE","From the director of the Hangover trilogy and Joker, Road Trip is a raunchy college comedy classic.  After an Ithaca college student films his one-night stand with a beautiful sorority girl, he discovers one of his friends has accidentally mailed the homemade porn tape to his girlfriend. In a frenzy, he must borrow a car and hit the road in a desperate bid to intercept the tape.  Featuring a talented cast that includes Breckin Meyer, Rachel Blanchard, Seann William Scott, Amy Smart, Fred Ward, Tom Green, Anthony Rapp, Andy Dick, and Ethan Suplee.",2000,"R",93,"['comedy']","['US']",NA,6.5,167670
"tm1822","3 Ninjas Kick Back","MOVIE","During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",1994,"PG",93,"['action', 'comedy', 'family', 'sport']","['US', 'JP']",NA,4.5,9208
"tm187791","In the Line of Fire","MOVIE","Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",1993,"R",128,"['drama', 'thriller', 'action', 'crime']","['US']",NA,7.2,101939
"tm10739","Johnny Mnemonic","MOVIE","In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",1995,"R",97,"['scifi', 'thriller', 'action', 'drama']","['US', 'CA']",NA,5.6,71062
"tm113576","Little Women","MOVIE","With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994,"PG",115,"['drama', 'family', 'romance']","['US']",NA,7.3,57621
"tm6859","My Girl","MOVIE","Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",1991,"PG",103,"['comedy', 'drama', 'family', 'romance', 'european']","['US']",NA,6.9,79800
"tm191374","I Know What You Did Last Summer","MOVIE","After four high school friends are involved in a hit-and-run road accident, they dispose of the body and vow to keep the incident a secret. A year later, they each start receiving anonymous letters bearing the warning ""I Know What You Did Last Summer.""",1997,"R",101,"['horror', 'thriller']","['US']",NA,5.7,142696
"tm8446","Teenage Mutant Ninja Turtles II: The Secret of the Ooze","MOVIE","The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",1991,"PG",88,"['scifi', 'action', 'comedy', 'family']","['US', 'HK']",NA,6,55499
"ts8570","Barney & Friends","SHOW","Barney & Friends is an American children's television series aimed at children from ages 2 to 5. The series, which first aired on April 6, 1992, features the title character Barney, a purple anthropomorphic Tyrannosaurus rex who conveys educational messages through songs and small dance routines with a friendly, optimistic attitude.

New episodes have not been produced since 2009; however reruns continue to air on various PBS stations.",1992,"TV-G",28,"['family']","['US']",14,3.8,9955
"tm21596","Hollow Man","MOVIE","Cocky researcher, Sebastian Caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. The only problem is: no-one can determine how to make him visible again. Caine's predicament eventually drives him mad, with terrifying results.",2000,"R",112,"['scifi', 'action', 'horror', 'thriller']","['DE', 'US']",NA,5.8,130099
"tm48430","Godzilla","MOVIE","French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",1998,"PG-13",133,"['thriller', 'scifi', 'action']","['US']",NA,5.4,191722
"tm190835","Neon Genesis Evangelion: The End of Evangelion","MOVIE","The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",1997,"",87,"['scifi', 'action', 'drama', 'fantasy', 'animation']","['JP']",NA,8,51938
"tm192199","Spawn","MOVIE","After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",1997,"PG-13",96,"['fantasy', 'horror', 'scifi', 'thriller', 'action', 'drama']","['US']",NA,5.2,67761
"tm184205","Dennis the Menace","MOVIE","Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.",1993,"PG",95,"['comedy', 'family']","['US']",NA,5.6,60779
"tm12499","The Net","MOVIE","Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down and make her the target of an assassination.",1995,"PG-13",114,"['thriller', 'action', 'crime', 'drama']","['US']",NA,5.9,66127
"tm192431","The Devil's Own","MOVIE","Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",1997,"R",107,"['thriller', 'drama', 'action', 'crime', 'european']","['US']",NA,6.2,64625
"tm190486","Teenage Mutant Ninja Turtles III","MOVIE","The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",1993,"PG",96,"['fantasy', 'scifi', 'action', 'comedy', 'family']","['HK', 'US']",NA,4.7,33128
"tm61103","The General's Daughter","MOVIE","When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.",1999,"R",116,"['drama', 'crime', 'thriller']","['US', 'DE']",NA,6.4,58726
